"deposition_id","record_id","state","submitted","title","version_doi","concept_doi","doi_url","record_url"
"18525456","18525456","done","True","Paper B3 Physical Theories Reclassified as Stability Classes","10.5281/zenodo.18525456","10.5281/zenodo.18525455","https://doi.org/10.5281/zenodo.18525456","https://zenodo.org/records/18525456"
"18525438","18525438","done","True","Paper_B2 Stable Metastable and Impossible Regimes","10.5281/zenodo.18525438","10.5281/zenodo.18525437","https://doi.org/10.5281/zenodo.18525438","https://zenodo.org/records/18525438"
"18525423","18525423","done","True","Paper_B1 Constraint Bonding and Regime Formation","10.5281/zenodo.18525423","10.5281/zenodo.18525422","https://doi.org/10.5281/zenodo.18525423","https://zenodo.org/records/18525423"
"18525385","18525385","done","True","L7 The Open World Theorem for Inquiry the Arc L capstone","10.5281/zenodo.18525385","10.5281/zenodo.18525384","https://doi.org/10.5281/zenodo.18525385","https://zenodo.org/records/18525385"
"18525350","18525350","done","True","L6 Structural Novelty III New Failure Modes","10.5281/zenodo.18525350","10.5281/zenodo.18525349","https://doi.org/10.5281/zenodo.18525350","https://zenodo.org/records/18525350"
"18525328","18525328","done","True","L5 Structural Novelty II New Envelope Intersections","10.5281/zenodo.18525328","10.5281/zenodo.18525327","https://doi.org/10.5281/zenodo.18525328","https://zenodo.org/records/18525328"
"18525303","18525303","done","True","L4 Structural Novelty I New Witnesses","10.5281/zenodo.18525303","10.5281/zenodo.18525302","https://doi.org/10.5281/zenodo.18525303","https://zenodo.org/records/18525303"
"18525289","18525289","done","True","L3 The Perpetually Open Measurement Class Uncertainty","10.5281/zenodo.18525289","10.5281/zenodo.18525288","https://doi.org/10.5281/zenodo.18525289","https://zenodo.org/records/18525289"
"18525268","18525268","done","True","L2 The Unclosable Contingent Reality","10.5281/zenodo.18525268","10.5281/zenodo.18525267","https://doi.org/10.5281/zenodo.18525268","https://zenodo.org/records/18525268"
"18525257","18525257","done","True","L1 Closure Taxonomy What Closure Is and Is Not","10.5281/zenodo.18525257","10.5281/zenodo.18525256","https://doi.org/10.5281/zenodo.18525257","https://zenodo.org/records/18525257"
"18525093","18525093","done","True","Family 3 Witnesses","10.5281/zenodo.18525093","10.5281/zenodo.18525092","https://doi.org/10.5281/zenodo.18525093","https://zenodo.org/records/18525093"
"18524929","18524929","done","True","Post Exhaustion Operator Closure Under Admissibility","10.5281/zenodo.18524929","10.5281/zenodo.18524928","https://doi.org/10.5281/zenodo.18524929","https://zenodo.org/records/18524929"
"18524900","18524900","done","True","Model Theoretic Collapse","10.5281/zenodo.18524900","10.5281/zenodo.18524899","https://doi.org/10.5281/zenodo.18524900","https://zenodo.org/records/18524900"
"18524877","18524877","done","True","Fixed_Point_Theorems_as_Standing_Traps","10.5281/zenodo.18524877","10.5281/zenodo.18524876","https://doi.org/10.5281/zenodo.18524877","https://zenodo.org/records/18524877"
"18524852","18524852","done","True","Universality_as_Closure_Saturation","10.5281/zenodo.18524852","10.5281/zenodo.18524851","https://doi.org/10.5281/zenodo.18524852","https://zenodo.org/records/18524852"
"18524769","18524769","done","True","Closure Certificates Forced Coincidence in Admissible Representational Regimes","10.5281/zenodo.18524769","10.5281/zenodo.18524768","https://doi.org/10.5281/zenodo.18524769","https://zenodo.org/records/18524769"
"18524752","18524752","done","True","Generator Terminal Closure Meta Foundational Re Anchoring","10.5281/zenodo.18524752","10.5281/zenodo.18524751","https://doi.org/10.5281/zenodo.18524752","https://zenodo.org/records/18524752"
"18524733","18524733","done","True","Generator Terminal Closure Model Theoretic Existence","10.5281/zenodo.18524733","10.5281/zenodo.18524732","https://doi.org/10.5281/zenodo.18524733","https://zenodo.org/records/18524733"
"18524712","18524712","done","True","Generator Terminal Closure Compactness and Saturation","10.5281/zenodo.18524712","10.5281/zenodo.18524711","https://doi.org/10.5281/zenodo.18524712","https://zenodo.org/records/18524712"
"18524703","18524703","done","True","Generator Terminal Closure Typicality and Measure","10.5281/zenodo.18524703","10.5281/zenodo.18524702","https://doi.org/10.5281/zenodo.18524703","https://zenodo.org/records/18524703"
"18524683","18524683","done","True","Generator Terminal Closure Completion as an Operator","10.5281/zenodo.18524683","10.5281/zenodo.18524682","https://doi.org/10.5281/zenodo.18524683","https://zenodo.org/records/18524683"
"18524667","18524667","done","True","Generator Terminal Closure Universal Property Existence","10.5281/zenodo.18524667","10.5281/zenodo.18524666","https://doi.org/10.5281/zenodo.18524667","https://zenodo.org/records/18524667"
"18524656","18524656","done","True","Generator Terminal Closure Infinity as an Operator","10.5281/zenodo.18524656","10.5281/zenodo.18524655","https://doi.org/10.5281/zenodo.18524656","https://zenodo.org/records/18524656"
"18524641","18524641","done","True","Generator Terminal Closure Canonical Representatives and Quotients","10.5281/zenodo.18524641","10.5281/zenodo.18524640","https://doi.org/10.5281/zenodo.18524641","https://zenodo.org/records/18524641"
"18524619","18524619","done","True","Closure Operator Exhaustion of Meta Foundational Re Anchoring","10.5281/zenodo.18524619","10.5281/zenodo.18524618","https://doi.org/10.5281/zenodo.18524619","https://zenodo.org/records/18524619"
"18524609","18524609","done","True","Closure Operator Exhaustion of Model Theoretic Existence","10.5281/zenodo.18524609","10.5281/zenodo.18524608","https://doi.org/10.5281/zenodo.18524609","https://zenodo.org/records/18524609"
"18524592","18524592","done","True","Closure Certificate Exhaustion of Choice Selection Operators Under Admissibility","10.5281/zenodo.18524592","10.5281/zenodo.18524591","https://doi.org/10.5281/zenodo.18524592","https://zenodo.org/records/18524592"
"18524572","18524572","done","True","Closure Certificate for Genericity Forcing Operators Under Admissibility","10.5281/zenodo.18524572","10.5281/zenodo.18524571","https://doi.org/10.5281/zenodo.18524572","https://zenodo.org/records/18524572"
"18524555","18524555","done","True","Closure Certificate for Choice Selection Operators Under Admissibility","10.5281/zenodo.18524555","10.5281/zenodo.18524554","https://doi.org/10.5281/zenodo.18524555","https://zenodo.org/records/18524555"
"18524531","18524531","done","True","Closure Certificate for Admissibility and Standing Repair","10.5281/zenodo.18524531","10.5281/zenodo.18524530","https://doi.org/10.5281/zenodo.18524531","https://zenodo.org/records/18524531"
"18524516","18524516","done","True","A Mathematical Closure Certificate for Operator Totalization","10.5281/zenodo.18524516","10.5281/zenodo.18524515","https://doi.org/10.5281/zenodo.18524516","https://zenodo.org/records/18524516"
"18524504","18524504","done","True","Generator Terminal Closure Meta Foundational Re Anchoring","10.5281/zenodo.18524504","10.5281/zenodo.18524503","https://doi.org/10.5281/zenodo.18524504","https://zenodo.org/records/18524504"
"18524451","18524451","done","True","Admissibility Obstruction for Genericity Forcing Operators","10.5281/zenodo.18524451","10.5281/zenodo.18524450","https://doi.org/10.5281/zenodo.18524451","https://zenodo.org/records/18524451"
"18524435","18524435","done","True","On the Inadmissibility of Completion as an Operator","10.5281/zenodo.18524435","10.5281/zenodo.18524434","https://doi.org/10.5281/zenodo.18524435","https://zenodo.org/records/18524435"
"18524417","18524417","done","True","On the Inadmissibility of Typicality and Measure as Operators","10.5281/zenodo.18524417","10.5281/zenodo.18524416","https://doi.org/10.5281/zenodo.18524417","https://zenodo.org/records/18524417"
"18524401","18524401","done","True","On the Inadmissibility of Compactness and Saturation as Operators","10.5281/zenodo.18524401","10.5281/zenodo.18524400","https://doi.org/10.5281/zenodo.18524401","https://zenodo.org/records/18524401"
"18524387","18524387","done","True","On the Inadmissibility of Canonical Representatives and Quotients as Operators","10.5281/zenodo.18524387","10.5281/zenodo.18524386","https://doi.org/10.5281/zenodo.18524387","https://zenodo.org/records/18524387"
"18524377","18524377","done","True","On the Inadmissibility of Infinity as an Operator","10.5281/zenodo.18524377","10.5281/zenodo.18524376","https://doi.org/10.5281/zenodo.18524377","https://zenodo.org/records/18524377"
"18524360","18524360","done","True","On the Inadmissibility of Universal Property Existence as an Operator","10.5281/zenodo.18524360","10.5281/zenodo.18524359","https://doi.org/10.5281/zenodo.18524360","https://zenodo.org/records/18524360"
"18524321","18524321","done","True","On the Inadmissibility of Model Theoretic Existence as an Operator","10.5281/zenodo.18524321","10.5281/zenodo.18524320","https://doi.org/10.5281/zenodo.18524321","https://zenodo.org/records/18524321"
"18524295","18524295","done","True","On the Inadmissibility of Meta Foundational ReAnchoring as an Operator","10.5281/zenodo.18524295","10.5281/zenodo.18524294","https://doi.org/10.5281/zenodo.18524295","https://zenodo.org/records/18524295"
"18524280","18524280","done","True","Admissibility and the Collapse of Typicality","10.5281/zenodo.18524280","10.5281/zenodo.18524279","https://doi.org/10.5281/zenodo.18524280","https://zenodo.org/records/18524280"
"18524262","18524262","done","True","Admissibility and the Non Existence of Intrinsic Attribution Predicates","10.5281/zenodo.18524262","10.5281/zenodo.18524261","https://doi.org/10.5281/zenodo.18524262","https://zenodo.org/records/18524262"
"18524228","18524228","done","True","Partial Algebras Operator Domains and the Impossibility of Total Extension","10.5281/zenodo.18524228","10.5281/zenodo.18524227","https://doi.org/10.5281/zenodo.18524228","https://zenodo.org/records/18524228"
"18523324","18523324","done","True","Vocabulary Normalization Appendix","10.5281/zenodo.18523324","10.5281/zenodo.18523323","https://doi.org/10.5281/zenodo.18523324","https://zenodo.org/records/18523324"
"18523317","18523317","done","True","The No Violations Doctrine","10.5281/zenodo.18523317","10.5281/zenodo.18523316","https://doi.org/10.5281/zenodo.18523317","https://zenodo.org/records/18523317"
"18523305","18523305","done","True","The No Exceptions Doctrine","10.5281/zenodo.18523305","10.5281/zenodo.18523304","https://doi.org/10.5281/zenodo.18523305","https://zenodo.org/records/18523305"
"18523294","18523294","done","True","The No Compliance Doctrine","10.5281/zenodo.18523294","10.5281/zenodo.18523293","https://doi.org/10.5281/zenodo.18523294","https://zenodo.org/records/18523294"
"18523289","18523289","done","True","The No Attempts Doctrine","10.5281/zenodo.18523289","10.5281/zenodo.18523288","https://doi.org/10.5281/zenodo.18523289","https://zenodo.org/records/18523289"
"18523282","18523282","done","True","Standing Failure Taxonomy for Proposed Theories","10.5281/zenodo.18523282","10.5281/zenodo.18523281","https://doi.org/10.5281/zenodo.18523282","https://zenodo.org/records/18523282"
"18523277","18523277","done","True","Standing Collapse Without Failure Semantics","10.5281/zenodo.18523277","10.5281/zenodo.18523276","https://doi.org/10.5281/zenodo.18523277","https://zenodo.org/records/18523277"
"18523270","18523270","done","True","Standing Collapse as Identity Loss","10.5281/zenodo.18523270","10.5281/zenodo.18523269","https://doi.org/10.5281/zenodo.18523270","https://zenodo.org/records/18523270"
"18523257","18523257","done","True","Representational Change Has No Standing Effects","10.5281/zenodo.18523257","10.5281/zenodo.18523256","https://doi.org/10.5281/zenodo.18523257","https://zenodo.org/records/18523257"
"18523250","18523250","done","True","Productive Constraint Governance","10.5281/zenodo.18523250","10.5281/zenodo.18523249","https://doi.org/10.5281/zenodo.18523250","https://zenodo.org/records/18523250"
"18523245","18523245","done","True","Possibility Without Viability","10.5281/zenodo.18523245","10.5281/zenodo.18523244","https://doi.org/10.5281/zenodo.18523245","https://zenodo.org/records/18523245"
"18523218","18523218","done","True","Ontic Availability as Constraint Governed Fixation","10.5281/zenodo.18523218","10.5281/zenodo.18523217","https://doi.org/10.5281/zenodo.18523218","https://zenodo.org/records/18523218"
"18523207","18523207","done","True","Objection Elimination Map Special Relativity","10.5281/zenodo.18523207","10.5281/zenodo.18523206","https://doi.org/10.5281/zenodo.18523207","https://zenodo.org/records/18523207"
"18523198","18523198","done","True","Non Negotiable Failure Conditions of the Maley Corpus","10.5281/zenodo.18523198","10.5281/zenodo.18523197","https://doi.org/10.5281/zenodo.18523198","https://zenodo.org/records/18523198"
"18523183","18523183","done","True","No Events at the Governance Layer","10.5281/zenodo.18523183","10.5281/zenodo.18523182","https://doi.org/10.5281/zenodo.18523183","https://zenodo.org/records/18523183"
"18523171","18523171","done","True","Interpretive Governance Appendix","10.5281/zenodo.18523171","10.5281/zenodo.18523170","https://doi.org/10.5281/zenodo.18523171","https://zenodo.org/records/18523171"
"18523110","18523110","done","True","Illicit Temporal Import at the Object Layer","10.5281/zenodo.18523110","10.5281/zenodo.18523109","https://doi.org/10.5281/zenodo.18523110","https://zenodo.org/records/18523110"
"18523101","18523101","done","True","How GR and QM Are Unified","10.5281/zenodo.18523101","10.5281/zenodo.18523100","https://doi.org/10.5281/zenodo.18523101","https://zenodo.org/records/18523101"
"18523092","18523092","done","True","Governance First General Relativity (GR 1 - GR 11)","10.5281/zenodo.18523092","10.5281/zenodo.18523091","https://doi.org/10.5281/zenodo.18523092","https://zenodo.org/records/18523092"
"18523082","18523082","done","True","Governance Eventlessness and the Prohibition of Process Semantics","10.5281/zenodo.18523082","10.5281/zenodo.18523081","https://doi.org/10.5281/zenodo.18523082","https://zenodo.org/records/18523082"
"18523065","18523065","done","True","Failure Mode Classification Epistemic vs Non Epistemic","10.5281/zenodo.18523065","10.5281/zenodo.18523064","https://doi.org/10.5281/zenodo.18523065","https://zenodo.org/records/18523065"
"18523056","18523056","done","True","Eventlessness and the Illicit Importation of Dynamics","10.5281/zenodo.18523056","10.5281/zenodo.18523055","https://doi.org/10.5281/zenodo.18523056","https://zenodo.org/records/18523056"
"18523042","18523042","done","True","Counterfactual Illegitimacy at the Governance Layer","10.5281/zenodo.18523042","10.5281/zenodo.18523041","https://doi.org/10.5281/zenodo.18523042","https://zenodo.org/records/18523042"
"18523026","18523026","done","True","Constraint Licensed Quantum Mechanics CLQM","10.5281/zenodo.18523026","10.5281/zenodo.18523025","https://doi.org/10.5281/zenodo.18523026","https://zenodo.org/records/18523026"
"18523018","18523018","done","True","Constraint Licensed General Relativity","10.5281/zenodo.18523018","10.5281/zenodo.18523017","https://doi.org/10.5281/zenodo.18523018","https://zenodo.org/records/18523018"
"18523008","18523008","done","True","Constraint Bundles and Ontic Availability","10.5281/zenodo.18523008","10.5281/zenodo.18523007","https://doi.org/10.5281/zenodo.18523008","https://zenodo.org/records/18523008"
"18522993","18522993","done","True","Confinement Invariants as Grammar","10.5281/zenodo.18522993","10.5281/zenodo.18522992","https://doi.org/10.5281/zenodo.18522993","https://zenodo.org/records/18522993"
"18522983","18522983","done","True","Comparative Illegitimacy at the Governance Layer","10.5281/zenodo.18522983","10.5281/zenodo.18522982","https://doi.org/10.5281/zenodo.18522983","https://zenodo.org/records/18522983"
"18522962","18522962","done","True","Beyond Standard Model Extensions as Illicit Extensions","10.5281/zenodo.18522962","10.5281/zenodo.18522961","https://doi.org/10.5281/zenodo.18522962","https://zenodo.org/records/18522962"
"18522949","18522949","done","True","Adversarial Testing Standard Declarative Statement","10.5281/zenodo.18522949","10.5281/zenodo.18522948","https://doi.org/10.5281/zenodo.18522949","https://zenodo.org/records/18522949"
"18522863","18522863","done","True","Admissible Output Only Semantics","10.5281/zenodo.18522863","10.5281/zenodo.18522862","https://doi.org/10.5281/zenodo.18522863","https://zenodo.org/records/18522863"
"18522850","18522850","done","True","Admissibility Governed Bookkeeping Regimes","10.5281/zenodo.18522850","10.5281/zenodo.18522849","https://doi.org/10.5281/zenodo.18522850","https://zenodo.org/records/18522850"
"18522800","18522800","done","True","A Mechanical Test for Representation Dependence","10.5281/zenodo.18522800","10.5281/zenodo.18522799","https://doi.org/10.5281/zenodo.18522800","https://zenodo.org/records/18522800"
"18522741","18522741","done","True","Why Self Modifying or Self Extending Agents Are CG Inadmissible","10.5281/zenodo.18522741","10.5281/zenodo.18522740","https://doi.org/10.5281/zenodo.18522741","https://zenodo.org/records/18522741"
"18522732","18522732","done","True","Unification and Embedding Programs as Illicit Scope Transport","10.5281/zenodo.18522732","10.5281/zenodo.18522731","https://doi.org/10.5281/zenodo.18522732","https://zenodo.org/records/18522732"
"18522720","18522720","done","True","SA_7 Periodic Table of Reality as Constraint Species Ledger","10.5281/zenodo.18522720","10.5281/zenodo.18522719","https://doi.org/10.5281/zenodo.18522720","https://zenodo.org/records/18522720"
"18522709","18522709","done","True","SA_6 Standing Failure as Stress Singularity","10.5281/zenodo.18522709","10.5281/zenodo.18522708","https://doi.org/10.5281/zenodo.18522709","https://zenodo.org/records/18522709"
"18522696","18522696","done","True","SA_5 Redescription Legality Under Role Preservation","10.5281/zenodo.18522696","10.5281/zenodo.18522695","https://doi.org/10.5281/zenodo.18522696","https://zenodo.org/records/18522696"
"18522688","18522688","done","True","SA_4 Constraint Bundles as Load Bearing Tensors","10.5281/zenodo.18522688","10.5281/zenodo.18522687","https://doi.org/10.5281/zenodo.18522688","https://zenodo.org/records/18522688"
"18522660","18522660","done","True","SA_3 Licensing as an Interior Projection","10.5281/zenodo.18522660","10.5281/zenodo.18522659","https://doi.org/10.5281/zenodo.18522660","https://zenodo.org/records/18522660"
"18522655","18522655","done","True","SA_2 The AMetric Boundary as Non Transmissive Interface","10.5281/zenodo.18522655","10.5281/zenodo.18522654","https://doi.org/10.5281/zenodo.18522655","https://zenodo.org/records/18522655"
"18522650","18522650","done","True","SA_1 Anchor Tensor Skin Role Taxonomy","10.5281/zenodo.18522650","10.5281/zenodo.18522649","https://doi.org/10.5281/zenodo.18522650","https://zenodo.org/records/18522650"
"18522646","18522646","done","True","Non Extendability in Artificial Agents","10.5281/zenodo.18522646","10.5281/zenodo.18522645","https://doi.org/10.5281/zenodo.18522646","https://zenodo.org/records/18522646"
"18522642","18522642","done","True","Physical Kernels as Hard Admissibility Gates for Theory Proposals","10.5281/zenodo.18522642","10.5281/zenodo.18522641","https://doi.org/10.5281/zenodo.18522642","https://zenodo.org/records/18522642"
"18522634","18522634","done","True","M5 Legitimacy Conservation Across Domains","10.5281/zenodo.18522634","10.5281/zenodo.18522633","https://doi.org/10.5281/zenodo.18522634","https://zenodo.org/records/18522634"
"18522628","18522628","done","True","M4 Failure Modes of Illegitimate Systems","10.5281/zenodo.18522628","10.5281/zenodo.18522627","https://doi.org/10.5281/zenodo.18522628","https://zenodo.org/records/18522628"
"18522610","18522610","done","True","M3 Domains of Legitimacy","10.5281/zenodo.18522610","10.5281/zenodo.18522609","https://doi.org/10.5281/zenodo.18522610","https://zenodo.org/records/18522610"
"18522602","18522602","done","True","M2 Definition of Legitimacy Without Metaphor","10.5281/zenodo.18522602","10.5281/zenodo.18522601","https://doi.org/10.5281/zenodo.18522602","https://zenodo.org/records/18522602"
"18522589","18522589","done","True","M1 Why Explanation Cannot Be the Primitive","10.5281/zenodo.18522589","10.5281/zenodo.18522588","https://doi.org/10.5281/zenodo.18522589","https://zenodo.org/records/18522589"
"18522563","18522563","done","True","Governance Corollary Operational Consequences of Reality Closure","10.5281/zenodo.18522563","10.5281/zenodo.18522562","https://doi.org/10.5281/zenodo.18522563","https://zenodo.org/records/18522563"
"18522549","18522549","done","True","G_2 Predictive Standing as a Terminal Act","10.5281/zenodo.18522549","10.5281/zenodo.18522548","https://doi.org/10.5281/zenodo.18522549","https://zenodo.org/records/18522549"
"18522532","18522532","done","True","G_1 Explanation Has No Legitimacy Standing","10.5281/zenodo.18522532","10.5281/zenodo.18522531","https://doi.org/10.5281/zenodo.18522532","https://zenodo.org/records/18522532"
"18522513","18522513","done","True","F4 Why Certain Explanations Can Never Be Coherent","10.5281/zenodo.18522513","10.5281/zenodo.18522512","https://doi.org/10.5281/zenodo.18522513","https://zenodo.org/records/18522513"
"18522501","18522501","done","True","F3 Admissible vs Illicit Metaphors","10.5281/zenodo.18522501","10.5281/zenodo.18522500","https://doi.org/10.5281/zenodo.18522501","https://zenodo.org/records/18522501"
"18522485","18522485","done","True","F2 Metaphors as Structure Inducing Operators","10.5281/zenodo.18522485","10.5281/zenodo.18522484","https://doi.org/10.5281/zenodo.18522485","https://zenodo.org/records/18522485"
"18522472","18522472","done","True","F1 Meta control Layer","10.5281/zenodo.18522472","10.5281/zenodo.18522471","https://doi.org/10.5281/zenodo.18522472","https://zenodo.org/records/18522472"
"18522455","18522455","done","True","Envelope Physics A Map of Licensed Physical Bookkeeping Regimes","10.5281/zenodo.18522455","10.5281/zenodo.18522454","https://doi.org/10.5281/zenodo.18522455","https://zenodo.org/records/18522455"
"18522442","18522442","done","True","Envelope Conditional Physics What Remains After Maximality","10.5281/zenodo.18522442","10.5281/zenodo.18522441","https://doi.org/10.5281/zenodo.18522442","https://zenodo.org/records/18522442"
"18522434","18522434","done","True","E4 Governance and Institutional Stability via Admissibility","10.5281/zenodo.18522434","10.5281/zenodo.18522433","https://doi.org/10.5281/zenodo.18522434","https://zenodo.org/records/18522434"
"18522414","18522414","done","True","E3 Hallucination as Tensor Failure Not Model Error","10.5281/zenodo.18522414","10.5281/zenodo.18522413","https://doi.org/10.5281/zenodo.18522414","https://zenodo.org/records/18522414"
"18522405","18522405","done","True","E2 AI Epistemic Legitimacy Anchors Tensors Skin","10.5281/zenodo.18522405","10.5281/zenodo.18522404","https://doi.org/10.5281/zenodo.18522405","https://zenodo.org/records/18522405"
"18522388","18522388","done","True","E1 Portability of Role Typed Constraint Systems","10.5281/zenodo.18522388","10.5281/zenodo.18522387","https://doi.org/10.5281/zenodo.18522388","https://zenodo.org/records/18522388"
"18522376","18522376","done","True","Closed Physical Kernels as Admissibility Gates","10.5281/zenodo.18522376","10.5281/zenodo.18522375","https://doi.org/10.5281/zenodo.18522376","https://zenodo.org/records/18522376"
"18522357","18522357","done","True","C_9 Breakpoint and Collapse Signatures","10.5281/zenodo.18522357","10.5281/zenodo.18522356","https://doi.org/10.5281/zenodo.18522357","https://zenodo.org/records/18522357"
"18522323","18522323","done","True","C_8 Tensor Load Redistribution Failure Limits","10.5281/zenodo.18522323","10.5281/zenodo.18522322","https://doi.org/10.5281/zenodo.18522323","https://zenodo.org/records/18522323"
"18522308","18522308","done","True","C_7 Stress as a Diagnostic Primitive","10.5281/zenodo.18522308","10.5281/zenodo.18522307","https://doi.org/10.5281/zenodo.18522308","https://zenodo.org/records/18522308"
"18522292","18522292","done","True","A Meta Bookkeeping Regime for Theoretical Description","10.5281/zenodo.18522292","10.5281/zenodo.18522291","https://doi.org/10.5281/zenodo.18522292","https://zenodo.org/records/18522292"
"18522264","18522264","done","True","Governance-First Architecture for Artificial Intelligence (Quantum)","10.5281/zenodo.18522264","10.5281/zenodo.18522263","https://doi.org/10.5281/zenodo.18522264","https://zenodo.org/records/18522264"
"18522163","18522163","done","True","Constraint Bundle Transformations and Redescription Events","10.5281/zenodo.18522163","10.5281/zenodo.18522162","https://doi.org/10.5281/zenodo.18522163","https://zenodo.org/records/18522163"
"18522160","18522160","done","True","The Universe as an Admissible Interior","10.5281/zenodo.18522160","10.5281/zenodo.18522159","https://doi.org/10.5281/zenodo.18522160","https://zenodo.org/records/18522160"
"18522151","18522151","done","True","Agency as a Bookkeeping Projection","10.5281/zenodo.18522151","10.5281/zenodo.18522150","https://doi.org/10.5281/zenodo.18522151","https://zenodo.org/records/18522151"
"18522139","18522139","done","True","Admissible_Physical_Explanation","10.5281/zenodo.18522139","10.5281/zenodo.18522138","https://doi.org/10.5281/zenodo.18522139","https://zenodo.org/records/18522139"
"18522099","18522099","done","True","Realitas Clausa Per Exhaustionem","10.5281/zenodo.18522099","10.5281/zenodo.18522098","https://doi.org/10.5281/zenodo.18522099","https://zenodo.org/records/18522099"
"18522082","18522082","done","True","Adversarial Stress Test of the Central LA Theorem","10.5281/zenodo.18522082","10.5281/zenodo.18522081","https://doi.org/10.5281/zenodo.18522082","https://zenodo.org/records/18522082"
"18522070","18522070","done","True","Validation and Adversarial Closure of the Corpus","10.5281/zenodo.18522070","10.5281/zenodo.18522069","https://doi.org/10.5281/zenodo.18522070","https://zenodo.org/records/18522070"
"18522064","18522064","done","True","Three Forced v2 Lemmas Under the Expanded Boundary Regime","10.5281/zenodo.18522064","10.5281/zenodo.18522063","https://doi.org/10.5281/zenodo.18522064","https://zenodo.org/records/18522064"
"18522057","18522057","done","True","Adversarial Stress Test v2 Theorem Spine Under Expanded Boundary Regime","10.5281/zenodo.18522057","10.5281/zenodo.18522056","https://doi.org/10.5281/zenodo.18522057","https://zenodo.org/records/18522057"
"18522050","18522050","done","True","Nondegenerate Standing Forbids Infinite Footprint Multiplicity SND","10.5281/zenodo.18522050","10.5281/zenodo.18522049","https://doi.org/10.5281/zenodo.18522050","https://zenodo.org/records/18522050"
"18522007","18522007","done","True","The Singleton Meta-Necessity Theorem","10.5281/zenodo.18522007","10.5281/zenodo.18522006","https://doi.org/10.5281/zenodo.18522007","https://zenodo.org/records/18522007"
"18522001","18522001","done","True","Terminal Exclusion of Artificial Epistemic Agents Lacking Standing","10.5281/zenodo.18522001","10.5281/zenodo.18522000","https://doi.org/10.5281/zenodo.18522001","https://zenodo.org/records/18522001"
"18521991","18521991","done","True","Taxonomy of Artificial Standing Failure","10.5281/zenodo.18521991","10.5281/zenodo.18521990","https://doi.org/10.5281/zenodo.18521991","https://zenodo.org/records/18521991"
"18521979","18521979","done","True","Structural Necessity of Admissible Reality","10.5281/zenodo.18521979","10.5281/zenodo.18521978","https://doi.org/10.5281/zenodo.18521979","https://zenodo.org/records/18521979"
"18521964","18521964","done","True","Standing Requirement for Artificial Epistemic Agents","10.5281/zenodo.18521964","10.5281/zenodo.18521963","https://doi.org/10.5281/zenodo.18521964","https://zenodo.org/records/18521964"
"18521956","18521956","done","True","Standing Preserving Admissibility Conditions for Artificial Epistemic Agents","10.5281/zenodo.18521956","10.5281/zenodo.18521955","https://doi.org/10.5281/zenodo.18521956","https://zenodo.org/records/18521956"
"18521943","18521943","done","True","Standing Failure Non Repairability in Constraint Bundle Networks","10.5281/zenodo.18521943","10.5281/zenodo.18521942","https://doi.org/10.5281/zenodo.18521943","https://zenodo.org/records/18521943"
"18521938","18521938","done","True","Standing Failure Is Scope Global","10.5281/zenodo.18521938","10.5281/zenodo.18521937","https://doi.org/10.5281/zenodo.18521938","https://zenodo.org/records/18521938"
"18521932","18521932","done","True","Standing Conservation as an Equivalence Invariant","10.5281/zenodo.18521932","10.5281/zenodo.18521931","https://doi.org/10.5281/zenodo.18521932","https://zenodo.org/records/18521932"
"18521923","18521923","done","True","Standing Nondegeneracy and Closure Universalizer Exclusion","10.5281/zenodo.18521923","10.5281/zenodo.18521922","https://doi.org/10.5281/zenodo.18521923","https://zenodo.org/records/18521923"
"18521899","18521899","done","True","Restriction Reflection Is Strictly Stronger Than SND","10.5281/zenodo.18521899","10.5281/zenodo.18521898","https://doi.org/10.5281/zenodo.18521899","https://zenodo.org/records/18521899"
"18521890","18521890","done","True","Prohibition of Standing Preserving Admissibility Initiation","10.5281/zenodo.18521890","10.5281/zenodo.18521889","https://doi.org/10.5281/zenodo.18521890","https://zenodo.org/records/18521890"
"18521876","18521876","done","True","Prohibition of Standing Neutral Admissibility Regimes","10.5281/zenodo.18521876","10.5281/zenodo.18521875","https://doi.org/10.5281/zenodo.18521876","https://zenodo.org/records/18521876"
"18521869","18521869","done","True","Prohibition of Admissibility Reset Architectures","10.5281/zenodo.18521869","10.5281/zenodo.18521868","https://doi.org/10.5281/zenodo.18521869","https://zenodo.org/records/18521869"
"18521857","18521857","done","True","Physics as Interface Governed Representation","10.5281/zenodo.18521857","10.5281/zenodo.18521856","https://doi.org/10.5281/zenodo.18521857","https://zenodo.org/records/18521857"
"18521843","18521843","done","True","Non Explosion of Constraint Generated Reality","10.5281/zenodo.18521843","10.5281/zenodo.18521842","https://doi.org/10.5281/zenodo.18521843","https://zenodo.org/records/18521843"
"18521831","18521831","done","True","Non Collapse of Constraint Generated Reality","10.5281/zenodo.18521831","10.5281/zenodo.18521830","https://doi.org/10.5281/zenodo.18521831","https://zenodo.org/records/18521831"
"18521817","18521817","done","True","No Signaling as a Logical Corollary of Standing","10.5281/zenodo.18521817","10.5281/zenodo.18521816","https://doi.org/10.5281/zenodo.18521817","https://zenodo.org/records/18521817"
"18521811","18521811","done","True","No Ontic Flux Constraint An Interpretive Rule Under Conservation of Admissibility","10.5281/zenodo.18521811","10.5281/zenodo.18521810","https://doi.org/10.5281/zenodo.18521811","https://zenodo.org/records/18521811"
